# -*- fill-column: 79 -*-
#
# This file contains named palettes that can be specified to "bleopt
# colorglass_base16_palette".  The first column is the name of the palette.
# The next 16 values ($2..$17) provides the codes of the basic 16 colors.  $18
# and $19 is the default foreground and background colors, and $20 is the
# cursor color, if available.

# https://github.com/akinomyoga/contra
Earthsong                      0x121418 0xC94234 0x85C54C 0xF5AE2E 0x1398B9 0xD0633D 0x509552 0xE5C6AA 0x675F54 0xFF645A 0x98E036 0xE0D561 0x5FDAFF 0xFF9269 0x84F088 0xF6F7EC 0xE5C7A9 0x292520 0xE5C7A9
Elemental                      0x3C3C30 0x98290F 0x479A43 0x7F7111 0x497F7D 0x7F4E2F 0x387F58 0x807974 0x555445 0xE0502A 0x61E070 0xD69927 0x79D9D9 0xCD7C54 0x59D599 0xFFF1E9 0x807A74 0x22211D 0x807A74
Elementary                     0x303030 0xE1321A 0x6AB017 0xFFC005 0x004F9E 0xEC0048 0x2AA7E7 0xF2F2F2 0x5D5D5D 0xFF361E 0x7BC91F 0xFFD00A 0x0071FF 0xFF1D62 0x4BB8FD 0xA020F0 0xF2F2F2 0x101010 0xF2F2F2
Elic                           0x303030 0xE1321A 0x6AB017 0xFFC005 0x729FCF 0xEC0048 0xF2F2F2 0x2AA7E7 0x5D5D5D 0xFF361E 0x7BC91F 0xFFD00A 0x0071FF 0xFF1D62 0x4BB8FD 0xA020F0 0xF2F2F2 0x4A453E 0xF2F2F2
Elio                           0x303030 0xE1321A 0x6AB017 0xFFC005 0x729FCF 0xEC0048 0x2AA7E7 0xF2F2F2 0x5D5D5D 0xFF361E 0x7BC91F 0xFFD00A 0x0071FF 0xFF1D62 0x4BB8FD 0xA020F0 0xF2F2F2 0x041A3B 0xF2F2F2
Espresso                       0x353535 0xD25252 0xA5C261 0xFFC66D 0x6C99BB 0xD197D9 0xBED6FF 0xEEEEEC 0x535353 0xF00C0C 0xC2E075 0xE1E48B 0x8AB7D9 0xEFB5F7 0xDCF4FF 0xFFFFFF 0xFFFFFF 0x323232 0xFFFFFF
EspressoLibre                  0x000000 0xCC0000 0x1A921C 0xF0E53A 0x0066FF 0xC5656B 0x06989A 0xD3D7CF 0x555753 0xEF2929 0x9AFF87 0xFFFB5C 0x43A8ED 0xFF818A 0x34E2E2 0xEEEEEC 0xB8A898 0x2A211C 0xB8A898
Everblush                      0x232A2D 0xE57474 0x8CCF7E 0xE5C76B 0x67B0E8 0xC47FD5 0x6CBFBF 0xB3B9B8 0x2D3437 0xEF7E7E 0x96D988 0xF4D67A 0x71BAF2 0xCE89DF 0x67CBE7 0xBDC3C2 0xDADADA 0x141B1E 0xDADADA
EverforestDarkHard             0x2E383C 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0xD3C6AA 0x272E33 0xD3C6AA
EverforestDarkMedium           0x343F44 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0xD3C6AA 0x2D353B 0xD3C6AA
EverforestDarkSoft             0x3A464C 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0xD3C6AA 0x333C43 0xD3C6AA
EverforestLightHard            0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0x2E383C 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xFFFBEF 0x5C6A72
EverforestLightMedium          0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0x343F44 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xFDF6E3 0x5C6A72
EverforestLightSoft            0x5C6A72 0xF85552 0x8DA101 0xDFA000 0x3A94C5 0xDF69BA 0x35A77C 0xDFDDC8 0x3A464C 0xE67E80 0xA7C080 0xDBBC7F 0x7FBBB3 0xD699B6 0x83C092 0xD3C6AA 0x5C6A72 0xF3EAD3 0x5C6A72
FairyFloss                     0x42395D 0xA8757B 0xFF857F 0xE6C000 0xAE81FF 0x716799 0xC2FFDF 0xF8F8F2 0x75507B 0xFFB8D1 0xF1568E 0xD5A425 0xC5A3FF 0x8077A8 0xC2FFFF 0xF8F8F0 0xC2FFDF 0x5A5475 0xFFB8D1
FairyFlossDark                 0x42395D 0xA8757B 0xFF857F 0xE6C000 0xAE81FF 0x716799 0xC2FFDF 0xF8F8F2 0x75507B 0xFFB8D1 0xF1568E 0xD5A425 0xC5A3FF 0x8077A8 0xC2FFFF 0xF8F8F0 0xC2FFDF 0x42395D 0xFFB8D1
Fishtank                       0x03073C 0xC6004A 0xACF157 0xFECD5E 0x525FB8 0x986F82 0x968763 0xECF0FC 0x6C5B30 0xDA4B8A 0xDBFFA9 0xFEE6A9 0xB2BEFA 0xFDA5CD 0xA5BD86 0xF6FFEC 0xECF0FE 0x232537 0xECF0FE
Flat                           0x2C3E50 0xC0392B 0x27AE60 0xF39C12 0x2980B9 0x8E44AD 0x16A085 0xBDC3C7 0x34495E 0xE74C3C 0x2ECC71 0xF1C40F 0x3498DB 0x9B59B6 0x2AA198 0xECF0F1 0x1ABC9C 0x1F2D3A 0x1ABC9C
FlatRemix                      0x1F2229 0xD41919 0x5EBDAB 0xFEA44C 0x367BF0 0xBF2E5D 0x49AEE6 0xE6E6E6 0x8C42AB 0xEC0101 0x47D4B9 0xFF8A18 0x277FFF 0xD71655 0x05A1F7 0xFFFFFF 0xFFFFFF 0x272A34 0xFFFFFF
Flatland                       0x1D1D19 0xF18339 0x9FD364 0xF4EF6D 0x5096BE 0x695ABC 0xD63865 0xFFFFFF 0x1D1D19 0xD22A24 0xA7D42C 0xFF8949 0x61B9D0 0x695ABC 0xD63865 0xFFFFFF 0xB8DBEF 0x1D1F21 0xB8DBEF
FlexokiDark                    0x282726 0xAF3029 0x66800B 0xAD8301 0x205EA6 0xA02F6F 0x24837B 0xE6E4D9 0x343331 0xD14D41 0x879A39 0xD0A215 0x4385BE 0xCE5D97 0x3AA99F 0xFFFCF0 0x878580 0x100F0F 0xCECDC3
FlexokiLight                   0x282726 0xAF3029 0x66800B 0xAD8301 0x205EA6 0xA02F6F 0x24837B 0x878580 0x1C1B1A 0xD14D41 0x879A39 0xD0A215 0x4385BE 0xCE5D97 0x3AA99F 0x6F6E69 0x100F0F 0xFFFCF0 0x100F0F
Foxnightly                     0x2A2A2E 0xB98EFF 0xFF7DE9 0x729FCF 0x66A05B 0x75507B 0xACACAE 0xFFFFFF 0xA40000 0xBF4040 0x66A05B 0xFFB86C 0x729FCF 0x8F5902 0xC4A000 0x5C3566 0xD7D7DB 0x2A2A2E 0xD7D7DB
Freya                          0x073642 0xDC322F 0x859900 0xB58900 0x268BD2 0xEC0048 0x2AA198 0x94A3A5 0x586E75 0xCB4B16 0x859900 0xB58900 0x268BD2 0xD33682 0x2AA198 0x6C71C4 0x94A3A5 0x252E32 0x839496
FrontendDelight                0x242526 0xF8511B 0x565747 0xFA771D 0x2C70B7 0xF02E4F 0x3CA1A6 0xADADAD 0x5FAC6D 0xF74319 0x74EC4C 0xFDC325 0x3393CA 0xE75E4F 0x4FBCE6 0x8C735B 0xADADAD 0x1B1C1D 0xADADAD
FrontendFunForrest             0x000000 0xD6262B 0x919C00 0xBE8A13 0x4699A3 0x8D4331 0xDA8213 0xDDC265 0x7F6A55 0xE55A1C 0xBFC65A 0xFFCB1B 0x7CC9CF 0xD26349 0xE6A96B 0xFFEAA3 0xDEC165 0x251200 0xDEC165
FrontendGalaxy                 0x000000 0xF9555F 0x21B089 0xFEF02A 0x589DF6 0x944D95 0x1F9EE7 0xBBBBBB 0x555555 0xFA8C8F 0x35BB9A 0xFFFF55 0x589DF6 0xE75699 0x3979BC 0xFFFFFF 0xFFFFFF 0x1D2837 0xFFFFFF
Geohot                         0xF9F5F5 0xCC0000 0x1F1E1F 0xADA110 0xFF004E 0x75507B 0x06919A 0xFFFFFF 0x555753 0xEF2929 0xFF0000 0xADA110 0x5F4AA6 0xB74438 0x408F0C 0xFFFFFF 0xFFFFFF 0x1F1E1F 0xFFFFFF
GithubDark                     0x000000 0xF78166 0x56D364 0xE3B341 0x6CA4F8 0xDB61A2 0x2B7489 0xFFFFFF 0x4D4D4D 0xF78166 0x56D364 0xE3B341 0x6CA4F8 0xDB61A2 0x2B7489 0xFFFFFF 0x8B949E 0x101216 0xC9D1D9
GithubLight                    0x24292f 0xcf222e 0x1a7f37 0x9a6700 0x0969da 0x8250df 0x1b7c83 0x6e7781 0x57606a 0xa40e26 0x2da44e 0xbf8700 0x218bff 0xa475f9 0x3192aa 0x8c959f 0x1f2328 0xf6f8fa 0x1f2328
Gogh                           0x292D3E 0xF07178 0x62DE84 0xFFCB6B 0x75A1FF 0xF580FF 0x60BAEC 0xABB2BF 0x959DCB 0xF07178 0xC3E88D 0xFF5572 0x82AAFF 0xFFCB6B 0x676E95 0xFFFEFE 0xBFC7D5 0x292D3E 0xBFC7D5
Gooey                          0x000009 0xBB4F6C 0x72CCAE 0xC65E3D 0x58B6CA 0x6488C4 0x8D84C6 0x858893 0x1F222D 0xEE829F 0xA5FFE1 0xF99170 0x8BE9FD 0x97BBF7 0xC0B7F9 0xFFFFFF 0xEBEEF9 0x0D101B 0xEBEEF9
GoogleDark                     0x202124 0xEA4335 0x34A853 0xFBBC04 0x4285F4 0xA142F4 0x24C1E0 0xE8EAED 0x5F6368 0xEA4335 0x34A853 0xFBBC05 0x4285F4 0xA142F4 0x24C1E0 0xFFFFFF 0xE8EAED 0x202124 0xE8EAED
GoogleLight                    0x202124 0xEA4335 0x34A853 0xFBBC04 0x4285F4 0xA142F4 0x24C1E0 0xE8EAED 0x5F6368 0xEA4335 0x34A853 0xFBBC05 0x4285F4 0xA142F4 0x24C1E0 0xFFFFFF 0x5F6368 0xFFFFFF 0x5F6368
Gotham                         0x0A0F14 0xC33027 0x26A98B 0xEDB54B 0x195465 0x4E5165 0x33859D 0x98D1CE 0x10151B 0xD26939 0x081F2D 0x245361 0x093748 0x888BA5 0x599CAA 0xD3EBE9 0x98D1CE 0x0A0F14 0x98D1CE
Grape                          0x2D283F 0xED2261 0x1FA91B 0x8DDC20 0x487DF4 0x8D35C9 0x3BDEED 0x9E9EA0 0x59516A 0xF0729A 0x53AA5E 0xB2DC87 0xA9BCEC 0xAD81C2 0x9DE3EB 0xA288F7 0x9F9FA1 0x171423 0x9F9FA1
Grass                          0x000000 0xBB0000 0x00BB00 0xE7B000 0x0000A3 0x950062 0x00BBBB 0xBBBBBB 0x555555 0xBB0000 0x00BB00 0xE7B000 0x0000BB 0xFF55FF 0x55FFFF 0xFFFFFF 0xFFF0A5 0x13773D 0xFFF0A5
Gruvbox                        0xFBF1C7 0xCC241D 0x98971A 0xD79921 0x458588 0xB16286 0x689D6A 0x7C6F64 0x928374 0x9D0006 0x79740E 0xB57614 0x076678 0x8F3F71 0x427B58 0x3C3836 0x3C3836 0xFBF1C7 0x3C3836
GruvboxDark                    0x282828 0xCC241D 0x98971A 0xD79921 0x458588 0xB16286 0x689D6A 0xA89984 0x928374 0xFB4934 0xB8BB26 0xFABD2F 0x83A598 0xD3869B 0x8EC07C 0xEBDBB2 0xEBDBB2 0x282828 0xEBDBB2
GruvboxMaterialDark            0x3C3836 0xEA6962 0xA9B665 0xD8A657 0x7DAEA3 0xD3869B 0x89B482 0xD4BE98 0x3C3836 0xEA6962 0xA9B665 0xD8A657 0x7DAEA3 0xD3869B 0x89B482 0xD4BE98 0xD4BE98 0x282828 0xD4BE98
GruvboxMaterialLight           0xF2E5BC 0xC14A4A 0x6C782E 0xB47109 0x45707A 0x945E80 0x4C7A5D 0x654735 0xF2E5BC 0xC14A4A 0x6C782E 0xB47109 0x45707A 0x945E80 0x4C7A5D 0x654735 0x654735 0xFBF1C7 0x654735
Guezwhoz                       0x333333 0xE85181 0x7AD694 0xB7D074 0x5AA0D6 0x9A90E0 0x58D6CE 0xD9D9D9 0x808080 0xe85181 0xAFD7AF 0xd1ed85 0x64B2ED 0xA398ED 0x61EDE4 0xEDEDED 0xd9d9d9 0x1d1d1d 0x99d4b1
Hardcore                       0x1B1D1E 0xF92672 0xA6E22E 0xFD971F 0x66D9EF 0x9E6FFE 0x5E7175 0xCCCCC6 0x505354 0xFF669D 0xBEED5F 0xE6DB74 0x66D9EF 0x9E6FFE 0xA3BABF 0xF8F8F2 0xA0A0A0 0x121212 0xA0A0A0
Harper                         0x010101 0xF8B63F 0x7FB5E1 0xD6DA25 0x489E48 0xB296C6 0xF5BFD7 0xA8A49D 0x726E6A 0xF8B63F 0x7FB5E1 0xD6DA25 0x489E48 0xB296C6 0xF5BFD7 0xFEFBEA 0xA8A49D 0x010101 0xA8A49D
HemisuDark                     0x444444 0xFF0054 0xB1D630 0x9D895E 0x67BEE3 0xB576BC 0x569A9F 0xEDEDED 0x777777 0xD65E75 0xBAFFAA 0xECE1C8 0x9FD3E5 0xDEB3DF 0xB6E0E5 0xFFFFFF 0xFFFFFF 0x000000 0xBAFFAA
HemisuLight                    0x777777 0xFF0055 0x739100 0x503D15 0x538091 0x5B345E 0x538091 0x999999 0x999999 0xD65E76 0x9CC700 0x947555 0x9DB3CD 0xA184A4 0x85B2AA 0xBABABA 0x444444 0xEFEFEF 0xFF0054
Highway                        0x000000 0xD00E18 0x138034 0xFFCB3E 0x006BB3 0x6B2775 0x384564 0xEDEDED 0x5D504A 0xF07E18 0xB1D130 0xFFF120 0x4FC2FD 0xDE0071 0x5D504A 0xFFFFFF 0xEDEDED 0x222225 0xEDEDED
HipsterGreen                   0x000000 0xB6214A 0x00A600 0xBFBF00 0x246EB2 0xB200B2 0x00A6B2 0xBFBFBF 0x666666 0xE50000 0x86A93E 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0x84C138 0x100B05 0x84C138
Homebrew                       0x000000 0x990000 0x00A600 0x999900 0x0000B2 0xB200B2 0x00A6B2 0xBFBFBF 0x666666 0xE50000 0x00D900 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0x00FF00 0x000000 0x00FF00
HomebrewLight                  0x000000 0x990000 0x00A600 0x999900 0x0000B2 0xB200B2 0x00A6B2 0xBFBFBF 0x666666 0xE50000 0x00D900 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0x000000 0xFFFFFF 0x000000
HomebrewOcean                  0x000000 0x990000 0x00A600 0x999900 0x0000B2 0xB200B2 0x00A6B2 0xBFBFBF 0x666666 0xE50000 0x00D900 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0xFFFFFF 0x224FBC 0xFFFFFF
HorizonBright                  0x16161C 0xDA103F 0x1EB980 0xF6661E 0x26BBD9 0xEE64AE 0x1D8991 0xFADAD1 0x1A1C23 0xF43E5C 0x07DA8C 0xF77D26 0x3FC6DE 0xF075B7 0x1EAEAE 0xFDF0ED 0x1C1E26 0xFDF0ED 0x1C1E26
HorizonDark                    0x16161C 0xE95678 0x29D398 0xFAB795 0x26BBD9 0xEE64AE 0x59E3E3 0xFADAD1 0x232530 0xEC6A88 0x3FDAA4 0xFBC3A7 0x3FC6DE 0xF075B7 0x6BE6E6 0xFDF0ED 0xFDF0ED 0x1C1E26 0xFDF0ED
Hurtado                        0x575757 0xFF1B00 0xA5E055 0xFBE74A 0x496487 0xFD5FF1 0x86E9FE 0xCBCCCB 0x262626 0xD51D00 0xA5DF55 0xFBE84A 0x89BEFF 0xC001C1 0x86EAFE 0xDBDBDB 0xDBDBDB 0x000000 0xDBDBDB
Hybrid                         0x282A2E 0xA54242 0x8C9440 0xDE935F 0x5F819D 0x85678F 0x5E8D87 0x969896 0x373B41 0xCC6666 0xB5BD68 0xF0C674 0x81A2BE 0xB294BB 0x8ABEB7 0xC5C8C6 0x94A3A5 0x141414 0x94A3A5
Ibm3270                        0x222222 0xF01818 0x24D830 0xF0D824 0x7890F0 0xF078D8 0x54E4E4 0xA5A5A5 0x888888 0xEF8383 0x7ED684 0xEFE28B 0xB3BFEF 0xEFB3E3 0x9CE2E2 0xFFFFFF 0xFDFDFD 0x000000 0xFDFDFD
Ibm3270(HighContrast)          0x000000 0xFF0000 0x00FF00 0xFFFF00 0x00BFFF 0xFFC0CB 0x40E0D0 0xBEBEBE 0x414141 0xFFA500 0x98FB98 0xFFFF00 0x0000CD 0xA020F0 0xAEEEEE 0xFFFFFF 0xFDFDFD 0x000000 0xFDFDFD
IcGreenPpl                     0x1F1F1F 0xFB002A 0x339C24 0x659B25 0x149B45 0x53B82C 0x2CB868 0xE0FFEF 0x032710 0xA7FF3F 0x9FFF6D 0xD2FF6D 0x72FFB5 0x50FF3E 0x22FF71 0xDAEFD0 0xD9EFD3 0x3A3D3F 0xD9EFD3
IcOrangePpl                    0x000000 0xC13900 0xA4A900 0xCAAF00 0xBD6D00 0xFC5E00 0xF79500 0xFFC88A 0x6A4F2A 0xFF8C68 0xF6FF40 0xFFE36E 0xFFBE55 0xFC874F 0xC69752 0xFAFAFF 0xFFCB83 0x262626 0xFFCB83
Iceberg                        0x161821 0xe27878 0xb4be82 0xe2a478 0x84a0c6 0xa093c7 0x89b8c2 0xc6c8d1 0x6b7089 0xe98989 0xc0ca8e 0xe9b189 0x91acd1 0xada0d3 0x95c4ce 0xd2d4de 0xc6c8d1 0x161821 0xd2d4de
IdleToes                       0x323232 0xD25252 0x7FE173 0xFFC66D 0x4099FF 0xF680FF 0xBED6FF 0xEEEEEC 0x535353 0xF07070 0x9DFF91 0xFFE48B 0x5EB7F7 0xFF9DFF 0xDCF4FF 0xFFFFFF 0xFFFFFF 0x323232 0xFFFFFF
IrBlack                        0x4E4E4E 0xFF6C60 0xA8FF60 0xFFFFB6 0x69CBFE 0xFF73FD 0xC6C5FE 0xEEEEEE 0x7C7C7C 0xFFB6B0 0xCEFFAC 0xFFFFCB 0xB5DCFE 0xFF9CFE 0xDFDFFE 0xFFFFFF 0xEEEEEE 0x000000 0xFFA560
JackieBrown                    0x2C1D16 0xEF5734 0x2BAF2B 0xBEBF00 0x246EB2 0xD05EC1 0x00ACEE 0xBFBFBF 0x666666 0xE50000 0x86A93E 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0xFFCC2F 0x2C1D16 0xFFCC2F
Japanesque                     0x343935 0xCF3F61 0x7BB75B 0xE9B32A 0x4C9AD4 0xA57FC4 0x389AAD 0xFAFAF6 0x595B59 0xD18FA6 0x767F2C 0x78592F 0x135979 0x604291 0x76BBCA 0xB2B5AE 0xF7F6EC 0x1E1E1E 0xF7F6EC
Jellybeans                     0x929292 0xE27373 0x94B979 0xFFBA7B 0x97BEDC 0xE1C0FA 0x00988E 0xDEDEDE 0xBDBDBD 0xFFA1A1 0xBDDEAB 0xFFDCA0 0xB1D8F6 0xFBDAFF 0x1AB2A8 0xFFFFFF 0xDEDEDE 0x121212 0xDEDEDE
Jup                            0x000000 0xDD006F 0x6FDD00 0xDD6F00 0x006FDD 0x6F00DD 0x00DD6F 0xF2F2F2 0x7D7D7D 0xFF74B9 0xB9FF74 0xFFB974 0x74B9FF 0xB974FF 0x74FFB9 0xFFFFFF 0x23476A 0x758480 0x23476A
KanagawaDragon                 0x0D0C0C 0xC4746E 0x8A9A7B 0xC4B28A 0x8BA4B0 0xA292A3 0x8EA4A2 0xC8C093 0xA6A69C 0xE46876 0x87A987 0xE6C384 0x7FB4CA 0x938AA9 0x7AA89F 0xC5C9C5 0xC5C9C5 0x181616 0xC8C093
KanagawaLotus                  0x1f1f28 0xc84053 0x6f894e 0x77713f 0x4d699b 0xb35b79 0x597b75 0x545464 0x8a8980 0xd7474b 0x6e915f 0x836f4a 0x6693bf 0x624c83 0x5e857a 0x43436c 0x545464 0xf2ecbc 0x43436c
KanagawaWave                   0x090618 0xC34043 0x76946A 0xC0A36E 0x7E9CD8 0x957FB8 0x6A9589 0xC8C093 0x727169 0xE82424 0x98BB6C 0xE6C384 0x7FB4CA 0x938AA9 0x7AA89F 0xDCD7BA 0xDCD7BA 0x1F1F28 0xDCD7BA
Kibble                         0x4D4D4D 0xC70031 0x29CF13 0xD8E30E 0x3449D1 0x8400FF 0x0798AB 0xE2D1E3 0x5A5A5A 0xF01578 0x6CE05C 0xF3F79E 0x97A4F7 0xC495F0 0x68F2E0 0xFFFFFF 0xF7F7F7 0x0E100A 0xF7F7F7
Kokuban                        0x2E8744 0xD84E4C 0x95DA5A 0xD6E264 0x4B9ED7 0x945FC5 0xD89B25 0xD8E2D7 0x34934F 0xFF4F59 0xAFF56A 0xFCFF75 0x57AEFF 0xAE63E9 0xFFAA2B 0xFFFEFE 0xD8E2D7 0x0D4A08 0xD8E2D7
Laserwave                      0x39243A 0xEB64B9 0xAFD686 0xFEAE87 0x40B4C4 0xB381C5 0x215969 0x91889B 0x716485 0xFC2377 0x50FA7B 0xFFE261 0x74DFC4 0x6D75E0 0xB4DCE7 0xFFFFFF 0xE0E0E0 0x1F1926 0xC7C7C7
LaterThisEvening               0x2B2B2B 0xD45A60 0xAFBA67 0xE5D289 0xA0BAD6 0xC092D6 0x91BFB7 0x3C3D3D 0x454747 0xD3232F 0xAABB39 0xE5BE39 0x6699D6 0xAB53D6 0x5FC0AE 0xC1C2C2 0x959595 0x222222 0x959595
Lavandula                      0x230046 0x7D1625 0x337E6F 0x7F6F49 0x4F4A7F 0x5A3F7F 0x58777F 0x736E7D 0x372D46 0xE05167 0x52E0C4 0xE0C386 0x8E87E0 0xA776E0 0x9AD4E0 0x8C91FA 0x736E7D 0x050014 0x736E7D
LiquidCarbon                   0x000000 0xFF3030 0x559A70 0xCCAC00 0x0099CC 0xCC69C8 0x7AC4CC 0xBCCCCC 0x000000 0xFF3030 0x559A70 0xCCAC00 0x0099CC 0xCC69C8 0x7AC4CC 0xBCCCCC 0xAFC2C2 0x303030 0xAFC2C2
LiquidCarbonTransparent        0x000000 0xFF3030 0x559A70 0xCCAC00 0x0099CC 0xCC69C8 0x7AC4CC 0xBCCCCC 0x000000 0xFF3030 0x559A70 0xCCAC00 0x0099CC 0xCC69C8 0x7AC4CC 0xBCCCCC 0xAFC2C2 0x000000 0xAFC2C2
LunariaDark                    0x36464E 0x846560 0x809984 0xA79A79 0x555673 0x866C83 0x7E98B4 0xCACED8 0x404F56 0xBB928B 0xBFDCC2 0xF1DFB6 0x777798 0xBF9DB9 0xBDDCFF 0xDFE2ED 0xCACED8 0x36464E 0xCACED8
LunariaEclipse                 0x323F46 0x83615B 0x7F9781 0xA69875 0x53516F 0x856880 0x7D96B2 0xC9CDD7 0x3D4950 0xBA9088 0xBEDBC1 0xF1DFB4 0x767495 0xBE9CB8 0xBCDBFF 0xDFE2ED 0xC9CDD7 0x323F46 0xC9CDD7
LunariaLight                   0x3E3C3D 0x783C1F 0x497D46 0x8F750B 0x3F3566 0x793F62 0x3778A9 0xD5CFCC 0x484646 0xB06240 0x7BC175 0xDCB735 0x5C4F89 0xB56895 0x64BAFF 0xEBE4E1 0x484646 0xEBE4E1 0x484646
Maia                           0x232423 0xBA2922 0x7E807E 0x4C4F4D 0x16A085 0x43746A 0x00CCCC 0xE0E0E0 0x282928 0xCC372C 0x8D8F8D 0x4E524F 0x13BF9D 0x487D72 0x00D1D1 0xE8E8E8 0xBDC3C7 0x31363B 0xBDC3C7
ManPage                        0x000000 0xCC0000 0x00A600 0x999900 0x0000B2 0xB200B2 0x00A6B2 0xCCCCCC 0x666666 0xE50000 0x00D900 0xE5E500 0x0000FF 0xE500E5 0x00E5E5 0xE5E5E5 0x000000 0xFEF49C 0x000000
Mar                            0x000000 0xB5407B 0x7BB540 0xB57B40 0x407BB5 0x7B40B5 0x40B57B 0xF8F8F8 0x737373 0xCD73A0 0xA0CD73 0xCDA073 0x73A0CD 0xA073CD 0x73CDA0 0xFFFFFF 0x23476A 0xFFFFFF 0x23476A
Material                       0x073641 0xEB606B 0xC3E88D 0xF7EB95 0x80CBC3 0xFF2490 0xAEDDFF 0xFFFFFF 0x002B36 0xEB606B 0xC3E88D 0xF7EB95 0x7DC6BF 0x6C71C3 0x34434D 0xFFFFFF 0xC3C7D1 0x1E282C 0x657B83
Mathias                        0x000000 0xE52222 0xA6E32D 0xFC951E 0xC48DFF 0xFA2573 0x67D9F0 0xF2F2F2 0x555555 0xFF5555 0x55FF55 0xFFFF55 0x5555FF 0xFF55FF 0x55FFFF 0xFFFFFF 0xBBBBBB 0x000000 0xBBBBBB
Medallion                      0x000000 0xB64C00 0x7C8B16 0xD3BD26 0x616BB0 0x8C5A90 0x916C25 0xCAC29A 0x5E5219 0xFF9149 0xB2CA3B 0xFFE54A 0xACB8FF 0xFFA0FF 0xFFBC51 0xFED698 0xCAC296 0x1D1908 0xCAC296
Miasma                         0x222222 0x685742 0x5f875f 0xb36d43 0x78824b 0xbb7744 0xc9a554 0xd7c483 0x666666 0x685742 0x5f875f 0xb36d43 0x78824b 0xbb7744 0xc9a554 0xd7c483 0xc2c2b0 0x222222 0xc2c2b0
MinimalistDark                 0xF5F5F5 0xB81414 0x1B9F6B 0xD28F79 0xAA5A24 0x9E40A3 0xFE8330 0xA5A2A2 0x5C5855 0xE8BBD0 0x006400 0x4A4543 0xA16A94 0xA020F0 0xFF69B4 0xCACAD0 0xF5F5F5 0x13141f 0xF5F5F5
Miramare                       0x242021 0xe68183 0xa7c080 0xd9bb80 0x89beba 0xd3a0bc 0x87c095 0xd8caac 0x444444 0xe39b7b 0xa7c080 0xd9bb80 0x89beba 0xd3a0bc 0x87c095 0xe6d6ac 0xe6d6ac 0x2a2426 0xe6d6ac
Misterioso                     0x000000 0xFF4242 0x74AF68 0xFFAD29 0x338F86 0x9414E6 0x23D7D7 0xE1E1E0 0x555555 0xFF3242 0x74CD68 0xFFB929 0x23D7D7 0xFF37FF 0x00EDE1 0xFFFFFF 0xE1E1E0 0x2D3743 0xE1E1E0
ModusOperandi                  0xffffff 0xa60000 0x006800 0x6f5500 0x0031a9 0x721045 0x005e8b 0x000000 0xf2f2f2 0xd00000 0x008900 0x808000 0x0000ff 0xdd22dd 0x008899 0x595959 0x000000 0xffffff 0x000000
ModusOperandiTinted            0xfbf7f0 0xa60000 0x006800 0x6f5500 0x0031a9 0x721045 0x005e8b 0x000000 0xefe9dd 0xd00000 0x008900 0x808000 0x0000ff 0xdd22dd 0x008899 0x595959 0x000000 0xfbf7f0 0x000000
ModusVivendi                   0x000000 0xff5f59 0x44bc44 0xd0bc00 0x2fafff 0xfeacd0 0x00d3d0 0xffffff 0x1e1e1e 0xff5f5f 0x44df44 0xefef00 0x338fff 0xff66ff 0x00eff0 0x989898 0xffffff 0x000000 0xffffff
ModusVivendiTinted             0x0d0e1c 0xff5f59 0x44bc44 0xd0bc00 0x2fafff 0xfeacd0 0x00d3d0 0xffffff 0x1d2235 0xff5f5f 0x44df44 0xefef00 0x338fff 0xff66ff 0x00eff0 0x989898 0xffffff 0x0d0e1c 0xffffff
Molokai                        0x1B1D1E 0x7325FA 0x23E298 0x60D4DF 0xD08010 0xFF0087 0xD0A843 0xBBBBBB 0x555555 0x9D66F6 0x5FE0B1 0x6DF2FF 0xFFAF00 0xFF87AF 0xFFCE51 0xFFFFFF 0xBBBBBB 0x1B1D1E 0xBBBBBB
